seed,fold,row_index,comment_id,final_human_label,text_cluster_id,exact_duplicate_group_id,near_duplicate_cluster_id,cv_group_id
42,3,1678,7495519744498746119,Positive,EXACT_TEXT_211ce1586797d35e,EXACT_TEXT_211ce1586797d35e,,exact_duplicate_group_id:EXACT_TEXT_211ce1586797d35e
42,3,1696,7509056640122979090,Neutral,EXACT_TEXT_aafc1efba6c1e2e3,EXACT_TEXT_aafc1efba6c1e2e3,,exact_duplicate_group_id:EXACT_TEXT_aafc1efba6c1e2e3
42,3,1699,7509803015462273800,Negative,EXACT_TEXT_556b3290dc20d5c3,EXACT_TEXT_556b3290dc20d5c3,,exact_duplicate_group_id:EXACT_TEXT_556b3290dc20d5c3
42,3,1701,7510455393627112210,Negative,EXACT_TEXT_7f3bd6c6832c0ee6,EXACT_TEXT_7f3bd6c6832c0ee6,,exact_duplicate_group_id:EXACT_TEXT_7f3bd6c6832c0ee6
42,3,1709,7520615823951364872,Neutral,EXACT_TEXT_a082cac8882bbc1a,EXACT_TEXT_a082cac8882bbc1a,,exact_duplicate_group_id:EXACT_TEXT_a082cac8882bbc1a
42,3,1715,7525760350689641223,Neutral,EXACT_TEXT_5f5b3ed3e391a4c2,EXACT_TEXT_5f5b3ed3e391a4c2,,exact_duplicate_group_id:EXACT_TEXT_5f5b3ed3e391a4c2
42,3,1726,7537746724880139026,Negative,EXACT_TEXT_279ce18c23310c09,EXACT_TEXT_279ce18c23310c09,,exact_duplicate_group_id:EXACT_TEXT_279ce18c23310c09
42,3,1727,7537751965842391815,Negative,EXACT_TEXT_f89c85b91a0991ea,EXACT_TEXT_f89c85b91a0991ea,,exact_duplicate_group_id:EXACT_TEXT_f89c85b91a0991ea
42,3,1732,7542259660112610066,Negative,EXACT_TEXT_4e4a23e1d70f8aa0,EXACT_TEXT_4e4a23e1d70f8aa0,,exact_duplicate_group_id:EXACT_TEXT_4e4a23e1d70f8aa0
42,3,1743,7552521249004815112,Positive,EXACT_TEXT_60c7392aed8272df,EXACT_TEXT_60c7392aed8272df,,exact_duplicate_group_id:EXACT_TEXT_60c7392aed8272df
42,3,1745,7555428929714242305,Positive,EXACT_TEXT_ddc3135ea7575946,EXACT_TEXT_ddc3135ea7575946,,exact_duplicate_group_id:EXACT_TEXT_ddc3135ea7575946
42,3,1760,7581676075630166792,Negative,EXACT_TEXT_478c0381ebd67597,EXACT_TEXT_478c0381ebd67597,,exact_duplicate_group_id:EXACT_TEXT_478c0381ebd67597
42,3,1769,7587404428660392722,Negative,EXACT_TEXT_72b96f30ed1cc96a,EXACT_TEXT_72b96f30ed1cc96a,SIM_CLUSTER_00525,near_duplicate_cluster_id:SIM_CLUSTER_00525
42,3,1787,7596289638657114897,Positive,EXACT_TEXT_3320468259f8b0e2,EXACT_TEXT_3320468259f8b0e2,,exact_duplicate_group_id:EXACT_TEXT_3320468259f8b0e2
42,3,1789,7596292658257134357,Negative,EXACT_TEXT_b03dc401c8fda60f,EXACT_TEXT_b03dc401c8fda60f,,exact_duplicate_group_id:EXACT_TEXT_b03dc401c8fda60f
42,3,1792,7596666166371222289,Negative,EXACT_TEXT_b5a068e33110dedd,EXACT_TEXT_b5a068e33110dedd,,exact_duplicate_group_id:EXACT_TEXT_b5a068e33110dedd
42,3,1798,7597823306926605074,Positive,EXACT_TEXT_ad966699153696ea,EXACT_TEXT_ad966699153696ea,,exact_duplicate_group_id:EXACT_TEXT_ad966699153696ea
42,3,1806,7599923304773976839,Neutral,EXACT_TEXT_351dfa08a8f7c036,EXACT_TEXT_351dfa08a8f7c036,,exact_duplicate_group_id:EXACT_TEXT_351dfa08a8f7c036
42,3,1810,7601783963719303956,Positive,EXACT_TEXT_e5dc2069c65eca07,EXACT_TEXT_e5dc2069c65eca07,,exact_duplicate_group_id:EXACT_TEXT_e5dc2069c65eca07
42,4,1,1522152682623702145,Neutral,EXACT_GROUP_00142,EXACT_GROUP_00142,SIM_CLUSTER_00236,near_duplicate_cluster_id:SIM_CLUSTER_00236
42,4,2,1596193406559146509,Positive,EXACT_GROUP_00150,EXACT_GROUP_00150,SIM_CLUSTER_00203,near_duplicate_cluster_id:SIM_CLUSTER_00203
42,4,3,3369842758478444215,Positive,EXACT_GROUP_00150,EXACT_GROUP_00150,SIM_CLUSTER_00203,near_duplicate_cluster_id:SIM_CLUSTER_00203
42,4,5,4490276173539144062,Positive,EXACT_GROUP_00150,EXACT_GROUP_00150,SIM_CLUSTER_00203,near_duplicate_cluster_id:SIM_CLUSTER_00203
42,4,6,4562441376510471655,Positive,EXACT_GROUP_00150,EXACT_GROUP_00150,SIM_CLUSTER_00203,near_duplicate_cluster_id:SIM_CLUSTER_00203
42,4,7,5245494283788784464,Positive,EXACT_GROUP_00082,EXACT_GROUP_00082,SIM_CLUSTER_00235,near_duplicate_cluster_id:SIM_CLUSTER_00235
42,4,8,5399258435274849751,Positive,EXACT_GROUP_00150,EXACT_GROUP_00150,SIM_CLUSTER_00203,near_duplicate_cluster_id:SIM_CLUSTER_00203
42,4,10,6264831292812822701,Neutral,EXACT_GROUP_00143,EXACT_GROUP_00143,SIM_CLUSTER_00236,near_duplicate_cluster_id:SIM_CLUSTER_00236
42,4,12,7122842433423524634,Positive,EXACT_TEXT_7a4b8f1305250276,EXACT_TEXT_7a4b8f1305250276,SIM_CLUSTER_00021,near_duplicate_cluster_id:SIM_CLUSTER_00021
42,4,14,7130517379667133211,Neutral,EXACT_TEXT_2e7517bd1ed5c75d,EXACT_TEXT_2e7517bd1ed5c75d,,exact_duplicate_group_id:EXACT_TEXT_2e7517bd1ed5c75d
42,4,21,7185132629136638746,Neutral,EXACT_TEXT_06b86f45492a482a,EXACT_TEXT_06b86f45492a482a,,exact_duplicate_group_id:EXACT_TEXT_06b86f45492a482a
42,4,23,7187258978286699291,Neutral,EXACT_TEXT_03a028c9b343a217,EXACT_TEXT_03a028c9b343a217,,exact_duplicate_group_id:EXACT_TEXT_03a028c9b343a217
42,4,27,7195213275775943450,Neutral,EXACT_TEXT_c1732d5144dad281,EXACT_TEXT_c1732d5144dad281,,exact_duplicate_group_id:EXACT_TEXT_c1732d5144dad281
42,4,29,7201766217249571611,Neutral,EXACT_TEXT_e3db2a3ee5a3e623,EXACT_TEXT_e3db2a3ee5a3e623,,exact_duplicate_group_id:EXACT_TEXT_e3db2a3ee5a3e623
42,4,35,7205794801386767130,Positive,EXACT_TEXT_59a9fa641727cfd5,EXACT_TEXT_59a9fa641727cfd5,,exact_duplicate_group_id:EXACT_TEXT_59a9fa641727cfd5
42,4,43,7211434678505997082,Neutral,EXACT_TEXT_59c9beece0cc57ea,EXACT_TEXT_59c9beece0cc57ea,,exact_duplicate_group_id:EXACT_TEXT_59c9beece0cc57ea
42,4,51,7223013888890848026,Neutral,EXACT_TEXT_79fb935cf0775fa1,EXACT_TEXT_79fb935cf0775fa1,,exact_duplicate_group_id:EXACT_TEXT_79fb935cf0775fa1
42,4,52,7223215135145198363,Neutral,EXACT_TEXT_f2c42182c9d4cce8,EXACT_TEXT_f2c42182c9d4cce8,,exact_duplicate_group_id:EXACT_TEXT_f2c42182c9d4cce8
42,4,54,7223912416328352538,Positive,EXACT_TEXT_47a11dc8e02fb023,EXACT_TEXT_47a11dc8e02fb023,SIM_CLUSTER_00829,near_duplicate_cluster_id:SIM_CLUSTER_00829
42,4,58,7226699875529868058,Neutral,EXACT_TEXT_3bd8edf50771b152,EXACT_TEXT_3bd8edf50771b152,,exact_duplicate_group_id:EXACT_TEXT_3bd8edf50771b152
42,4,59,7226744900560683782,Neutral,EXACT_TEXT_930df3f73f348ac8,EXACT_TEXT_930df3f73f348ac8,,exact_duplicate_group_id:EXACT_TEXT_930df3f73f348ac8
42,4,72,7253812676177232646,Negative,EXACT_TEXT_ef16527a5503294e,EXACT_TEXT_ef16527a5503294e,,exact_duplicate_group_id:EXACT_TEXT_ef16527a5503294e
42,4,76,7272583051036525318,Neutral,EXACT_TEXT_b45aaffa8ddef464,EXACT_TEXT_b45aaffa8ddef464,,exact_duplicate_group_id:EXACT_TEXT_b45aaffa8ddef464
42,4,80,7287764800321405702,Positive,EXACT_TEXT_f7a5a7b9ca999819,EXACT_TEXT_f7a5a7b9ca999819,,exact_duplicate_group_id:EXACT_TEXT_f7a5a7b9ca999819
42,4,81,7289440939101487878,Negative,EXACT_TEXT_540eb508e0d84be4,EXACT_TEXT_540eb508e0d84be4,,exact_duplicate_group_id:EXACT_TEXT_540eb508e0d84be4
42,4,82,7292203062491874053,Positive,EXACT_TEXT_00c187361a7c6948,EXACT_TEXT_00c187361a7c6948,,exact_duplicate_group_id:EXACT_TEXT_00c187361a7c6948
42,4,96,7312260342766879493,Neutral,EXACT_TEXT_2dacb0aefe02a229,EXACT_TEXT_2dacb0aefe02a229,SIM_CLUSTER_00208,near_duplicate_cluster_id:SIM_CLUSTER_00208
42,4,100,7312979944723677958,Neutral,EXACT_TEXT_ef9f2b3e6e7ca914,EXACT_TEXT_ef9f2b3e6e7ca914,,exact_duplicate_group_id:EXACT_TEXT_ef9f2b3e6e7ca914
42,4,105,7314726590914691845,Positive,EXACT_TEXT_a23ece5774724a56,EXACT_TEXT_a23ece5774724a56,,exact_duplicate_group_id:EXACT_TEXT_a23ece5774724a56
42,4,124,7320190270212195077,Negative,EXACT_TEXT_27280891b64c5568,EXACT_TEXT_27280891b64c5568,,exact_duplicate_group_id:EXACT_TEXT_27280891b64c5568
42,4,146,7330626840119673605,Neutral,EXACT_TEXT_5c2c60ea7315fd1a,EXACT_TEXT_5c2c60ea7315fd1a,,exact_duplicate_group_id:EXACT_TEXT_5c2c60ea7315fd1a
42,4,151,7335246645772174085,Neutral,EXACT_TEXT_6c4ee6c81f60917e,EXACT_TEXT_6c4ee6c81f60917e,,exact_duplicate_group_id:EXACT_TEXT_6c4ee6c81f60917e
42,4,155,7339497686208840453,Neutral,EXACT_TEXT_a36382fa7c51ca8c,EXACT_TEXT_a36382fa7c51ca8c,,exact_duplicate_group_id:EXACT_TEXT_a36382fa7c51ca8c
42,4,160,7340957919175099141,Negative,EXACT_TEXT_650f71c9668c560f,EXACT_TEXT_650f71c9668c560f,,exact_duplicate_group_id:EXACT_TEXT_650f71c9668c560f
42,4,168,7345133626637501189,Neutral,EXACT_TEXT_ae257321640bd9df,EXACT_TEXT_ae257321640bd9df,,exact_duplicate_group_id:EXACT_TEXT_ae257321640bd9df
42,4,172,7349751900659516166,Neutral,EXACT_TEXT_e1b31267ba68369f,EXACT_TEXT_e1b31267ba68369f,,exact_duplicate_group_id:EXACT_TEXT_e1b31267ba68369f
42,4,177,7357685823293670150,Neutral,EXACT_TEXT_94b4402e40588c21,EXACT_TEXT_94b4402e40588c21,,exact_duplicate_group_id:EXACT_TEXT_94b4402e40588c21
42,4,178,7357738122287497990,Positive,EXACT_TEXT_637f0d07d1383f46,EXACT_TEXT_637f0d07d1383f46,,exact_duplicate_group_id:EXACT_TEXT_637f0d07d1383f46
42,4,180,7357755451231240966,Neutral,EXACT_TEXT_e367e0ffd8a48a33,EXACT_TEXT_e367e0ffd8a48a33,,exact_duplicate_group_id:EXACT_TEXT_e367e0ffd8a48a33
42,4,185,7357895236091560709,Neutral,EXACT_TEXT_85835af7cd00c0d7,EXACT_TEXT_85835af7cd00c0d7,,exact_duplicate_group_id:EXACT_TEXT_85835af7cd00c0d7
42,4,186,7357895755283874566,Neutral,EXACT_TEXT_086edc6c2d383622,EXACT_TEXT_086edc6c2d383622,,exact_duplicate_group_id:EXACT_TEXT_086edc6c2d383622
42,4,193,7357971118916027142,Negative,EXACT_TEXT_2a522a5994236caa,EXACT_TEXT_2a522a5994236caa,,exact_duplicate_group_id:EXACT_TEXT_2a522a5994236caa
42,4,195,7358006128037233414,Neutral,EXACT_TEXT_48e02537d5ca2e49,EXACT_TEXT_48e02537d5ca2e49,SIM_CLUSTER_00025,near_duplicate_cluster_id:SIM_CLUSTER_00025
42,4,198,7358089940905542405,Negative,EXACT_TEXT_1e831bcbce8b11b3,EXACT_TEXT_1e831bcbce8b11b3,,exact_duplicate_group_id:EXACT_TEXT_1e831bcbce8b11b3
42,4,199,7358110590571135749,Neutral,EXACT_TEXT_5a842c83345d5b05,EXACT_TEXT_5a842c83345d5b05,,exact_duplicate_group_id:EXACT_TEXT_5a842c83345d5b05
42,4,206,7358402111887573766,Neutral,EXACT_TEXT_e0227a1b8233f7a0,EXACT_TEXT_e0227a1b8233f7a0,,exact_duplicate_group_id:EXACT_TEXT_e0227a1b8233f7a0
42,4,207,7358413010857558790,Neutral,EXACT_TEXT_a4880f76f4d5bf3c,EXACT_TEXT_a4880f76f4d5bf3c,,exact_duplicate_group_id:EXACT_TEXT_a4880f76f4d5bf3c
42,4,214,7359220281518424850,Neutral,EXACT_TEXT_7d5ebf7556b45d46,EXACT_TEXT_7d5ebf7556b45d46,,exact_duplicate_group_id:EXACT_TEXT_7d5ebf7556b45d46
42,4,223,7360260178366743301,Neutral,EXACT_TEXT_ad8c5ec28c4c9914,EXACT_TEXT_ad8c5ec28c4c9914,,exact_duplicate_group_id:EXACT_TEXT_ad8c5ec28c4c9914
42,4,230,7363607326525342469,Neutral,EXACT_TEXT_2d8fa84d3dc4dc91,EXACT_TEXT_2d8fa84d3dc4dc91,,exact_duplicate_group_id:EXACT_TEXT_2d8fa84d3dc4dc91
42,4,235,7366843331944628997,Positive,EXACT_TEXT_879f11522608d4f4,EXACT_TEXT_879f11522608d4f4,,exact_duplicate_group_id:EXACT_TEXT_879f11522608d4f4
42,4,238,7372857017117328134,Positive,EXACT_TEXT_632a65a60c73a765,EXACT_TEXT_632a65a60c73a765,,exact_duplicate_group_id:EXACT_TEXT_632a65a60c73a765
42,4,240,7373308421233181446,Neutral,EXACT_TEXT_c5484611be9c0481,EXACT_TEXT_c5484611be9c0481,SIM_CLUSTER_00208,near_duplicate_cluster_id:SIM_CLUSTER_00208
42,4,244,7377288569931399942,Negative,EXACT_TEXT_106e479f52daf87c,EXACT_TEXT_106e479f52daf87c,,exact_duplicate_group_id:EXACT_TEXT_106e479f52daf87c
42,4,246,7377322865676763910,Neutral,EXACT_TEXT_2fa53d956b16a4c4,EXACT_TEXT_2fa53d956b16a4c4,,exact_duplicate_group_id:EXACT_TEXT_2fa53d956b16a4c4
42,4,259,7385185627312390918,Neutral,EXACT_TEXT_db74ed8e14543575,EXACT_TEXT_db74ed8e14543575,,exact_duplicate_group_id:EXACT_TEXT_db74ed8e14543575
42,4,261,7385337645985514245,Neutral,EXACT_TEXT_5a7d9b70fa791226,EXACT_TEXT_5a7d9b70fa791226,,exact_duplicate_group_id:EXACT_TEXT_5a7d9b70fa791226
42,4,262,7385454151532036870,Neutral,EXACT_TEXT_30859c1c1d2803ee,EXACT_TEXT_30859c1c1d2803ee,,exact_duplicate_group_id:EXACT_TEXT_30859c1c1d2803ee
42,4,268,7388451253443445510,Neutral,EXACT_TEXT_63834bae96213741,EXACT_TEXT_63834bae96213741,SIM_CLUSTER_00025,near_duplicate_cluster_id:SIM_CLUSTER_00025
42,4,271,7388550852934189829,Neutral,EXACT_TEXT_ea30ef7b2bac8db0,EXACT_TEXT_ea30ef7b2bac8db0,,exact_duplicate_group_id:EXACT_TEXT_ea30ef7b2bac8db0
42,4,273,7389064099441033990,Neutral,EXACT_TEXT_fde0fdd45e703e4c,EXACT_TEXT_fde0fdd45e703e4c,,exact_duplicate_group_id:EXACT_TEXT_fde0fdd45e703e4c
42,4,274,7389616131072656134,Neutral,EXACT_TEXT_7aea5f2f4023ae21,EXACT_TEXT_7aea5f2f4023ae21,,exact_duplicate_group_id:EXACT_TEXT_7aea5f2f4023ae21
42,4,281,7397304738260632325,Positive,EXACT_TEXT_950c4836ed95ef4c,EXACT_TEXT_950c4836ed95ef4c,,exact_duplicate_group_id:EXACT_TEXT_950c4836ed95ef4c
42,4,282,7397908535801742086,Positive,EXACT_TEXT_fb3de067b0d5314e,EXACT_TEXT_fb3de067b0d5314e,,exact_duplicate_group_id:EXACT_TEXT_fb3de067b0d5314e
42,4,284,7397989494555443974,Negative,EXACT_TEXT_fee40752856adc36,EXACT_TEXT_fee40752856adc36,,exact_duplicate_group_id:EXACT_TEXT_fee40752856adc36
42,4,286,7398020507608531728,Neutral,EXACT_TEXT_13117347f92b3852,EXACT_TEXT_13117347f92b3852,,exact_duplicate_group_id:EXACT_TEXT_13117347f92b3852
42,4,287,7398146064732160774,Neutral,EXACT_TEXT_1963562310321602,EXACT_TEXT_1963562310321602,,exact_duplicate_group_id:EXACT_TEXT_1963562310321602
42,4,289,7398752527174697771,Neutral,EXACT_TEXT_19f1c9e0222c488f,EXACT_TEXT_19f1c9e0222c488f,,exact_duplicate_group_id:EXACT_TEXT_19f1c9e0222c488f
42,4,298,7405783183332508421,Neutral,EXACT_TEXT_a22069827d50df6c,EXACT_TEXT_a22069827d50df6c,,exact_duplicate_group_id:EXACT_TEXT_a22069827d50df6c
42,4,301,7408709581616939782,Positive,EXACT_TEXT_1641c81b1996443d,EXACT_TEXT_1641c81b1996443d,,exact_duplicate_group_id:EXACT_TEXT_1641c81b1996443d
42,4,308,7414920277508850438,Positive,EXACT_TEXT_e17a269f5bf597dc,EXACT_TEXT_e17a269f5bf597dc,,exact_duplicate_group_id:EXACT_TEXT_e17a269f5bf597dc
42,4,313,7419290519233446661,Positive,EXACT_TEXT_988fb64ba93942e7,EXACT_TEXT_988fb64ba93942e7,,exact_duplicate_group_id:EXACT_TEXT_988fb64ba93942e7
42,4,315,7419655483143504646,Positive,EXACT_TEXT_467af3f35751e97b,EXACT_TEXT_467af3f35751e97b,,exact_duplicate_group_id:EXACT_TEXT_467af3f35751e97b
42,4,319,7421330981892915973,Negative,EXACT_TEXT_816e7d0ea3a11cf8,EXACT_TEXT_816e7d0ea3a11cf8,,exact_duplicate_group_id:EXACT_TEXT_816e7d0ea3a11cf8
42,4,320,7421352374406824709,Neutral,EXACT_TEXT_432aa0c4df8e8201,EXACT_TEXT_432aa0c4df8e8201,,exact_duplicate_group_id:EXACT_TEXT_432aa0c4df8e8201
42,4,334,7422593349075026694,Neutral,EXACT_TEXT_75b9464ca8aa741f,EXACT_TEXT_75b9464ca8aa741f,,exact_duplicate_group_id:EXACT_TEXT_75b9464ca8aa741f
42,4,337,7423348592411476741,Neutral,EXACT_TEXT_e779898154237931,EXACT_TEXT_e779898154237931,SIM_CLUSTER_00840,near_duplicate_cluster_id:SIM_CLUSTER_00840
42,4,340,7424249268200178438,Negative,EXACT_TEXT_4774f0a95b0fe381,EXACT_TEXT_4774f0a95b0fe381,,exact_duplicate_group_id:EXACT_TEXT_4774f0a95b0fe381
42,4,341,7424452988745876229,Negative,EXACT_TEXT_aed0572811a4cea9,EXACT_TEXT_aed0572811a4cea9,,exact_duplicate_group_id:EXACT_TEXT_aed0572811a4cea9
42,4,345,7425184299190485766,Neutral,EXACT_TEXT_c088078a9fb6806b,EXACT_TEXT_c088078a9fb6806b,SIM_CLUSTER_00208,near_duplicate_cluster_id:SIM_CLUSTER_00208
42,4,346,7425255870156964613,Negative,EXACT_TEXT_b8826c261123ded6,EXACT_TEXT_b8826c261123ded6,,exact_duplicate_group_id:EXACT_TEXT_b8826c261123ded6
42,4,347,7425309656337498885,Neutral,EXACT_TEXT_ffde4a3e6fb6dde8,EXACT_TEXT_ffde4a3e6fb6dde8,,exact_duplicate_group_id:EXACT_TEXT_ffde4a3e6fb6dde8
42,4,350,7427083583670977286,Negative,EXACT_TEXT_82c33d754d06856f,EXACT_TEXT_82c33d754d06856f,,exact_duplicate_group_id:EXACT_TEXT_82c33d754d06856f
42,4,354,7428581743287141126,Negative,EXACT_TEXT_05c6144ad1960ffc,EXACT_TEXT_05c6144ad1960ffc,,exact_duplicate_group_id:EXACT_TEXT_05c6144ad1960ffc
42,4,358,7429309304655659781,Positive,EXACT_TEXT_2427f357ca7ad99d,EXACT_TEXT_2427f357ca7ad99d,,exact_duplicate_group_id:EXACT_TEXT_2427f357ca7ad99d
42,4,361,7429616235484742407,Positive,EXACT_TEXT_7013516d0a84e3ad,EXACT_TEXT_7013516d0a84e3ad,,exact_duplicate_group_id:EXACT_TEXT_7013516d0a84e3ad
42,4,363,7429631175880622866,Neutral,EXACT_TEXT_c01ffdbaf2fb06ce,EXACT_TEXT_c01ffdbaf2fb06ce,,exact_duplicate_group_id:EXACT_TEXT_c01ffdbaf2fb06ce
42,4,368,7430767394401256198,Neutral,EXACT_TEXT_2d003f78e4f31f63,EXACT_TEXT_2d003f78e4f31f63,SIM_CLUSTER_01027,near_duplicate_cluster_id:SIM_CLUSTER_01027
42,4,371,7431735541747991314,Negative,EXACT_TEXT_5c6b2cc4284734e2,EXACT_TEXT_5c6b2cc4284734e2,,exact_duplicate_group_id:EXACT_TEXT_5c6b2cc4284734e2
42,4,382,7434308241242620727,Negative,EXACT_TEXT_32224e6ceba5efa1,EXACT_TEXT_32224e6ceba5efa1,,exact_duplicate_group_id:EXACT_TEXT_32224e6ceba5efa1
42,4,388,7441948246169125687,Negative,EXACT_TEXT_abfef0d670633ca1,EXACT_TEXT_abfef0d670633ca1,,exact_duplicate_group_id:EXACT_TEXT_abfef0d670633ca1
42,4,394,7449699424621642504,Negative,EXACT_TEXT_4ca929840c18a20e,EXACT_TEXT_4ca929840c18a20e,,exact_duplicate_group_id:EXACT_TEXT_4ca929840c18a20e
42,4,410,7460640968758313729,Neutral,EXACT_TEXT_3f7e75be5b91dff0,EXACT_TEXT_3f7e75be5b91dff0,,exact_duplicate_group_id:EXACT_TEXT_3f7e75be5b91dff0
42,4,414,7462328282752910088,Positive,EXACT_TEXT_558858c58a96b948,EXACT_TEXT_558858c58a96b948,,exact_duplicate_group_id:EXACT_TEXT_558858c58a96b948
42,4,429,7478416409100993288,Negative,EXACT_TEXT_5e1174ad5845f089,EXACT_TEXT_5e1174ad5845f089,,exact_duplicate_group_id:EXACT_TEXT_5e1174ad5845f089
42,4,430,7479242451200295688,Negative,EXACT_TEXT_51fcb9149a673144,EXACT_TEXT_51fcb9149a673144,,exact_duplicate_group_id:EXACT_TEXT_51fcb9149a673144
42,4,432,7487241657223447314,Negative,EXACT_TEXT_825fe5975ce1811e,EXACT_TEXT_825fe5975ce1811e,,exact_duplicate_group_id:EXACT_TEXT_825fe5975ce1811e
42,4,437,7496302240958628626,Positive,EXACT_TEXT_3d7287fd44137f9a,EXACT_TEXT_3d7287fd44137f9a,,exact_duplicate_group_id:EXACT_TEXT_3d7287fd44137f9a
42,4,446,7508015229289448209,Negative,EXACT_TEXT_b186aaa26cedd06f,EXACT_TEXT_b186aaa26cedd06f,,exact_duplicate_group_id:EXACT_TEXT_b186aaa26cedd06f
42,4,453,7529497235211502354,Neutral,EXACT_TEXT_1e15287ba85521d7,EXACT_TEXT_1e15287ba85521d7,,exact_duplicate_group_id:EXACT_TEXT_1e15287ba85521d7
42,4,456,7535311622904070930,Negative,EXACT_TEXT_57fe2608c8997845,EXACT_TEXT_57fe2608c8997845,,exact_duplicate_group_id:EXACT_TEXT_57fe2608c8997845
42,4,460,7542774521083724551,Neutral,EXACT_GROUP_00226,EXACT_GROUP_00226,SIM_CLUSTER_00453,near_duplicate_cluster_id:SIM_CLUSTER_00453
42,4,464,7550625327639216913,Neutral,EXACT_TEXT_cb825300f39b4222,EXACT_TEXT_cb825300f39b4222,,exact_duplicate_group_id:EXACT_TEXT_cb825300f39b4222
42,4,465,7553546197735850760,Positive,EXACT_TEXT_4e42f8c2ecc617e5,EXACT_TEXT_4e42f8c2ecc617e5,,exact_duplicate_group_id:EXACT_TEXT_4e42f8c2ecc617e5
42,4,467,7559247366689506066,Neutral,EXACT_TEXT_fa58b4dfa7b4dcaf,EXACT_TEXT_fa58b4dfa7b4dcaf,,exact_duplicate_group_id:EXACT_TEXT_fa58b4dfa7b4dcaf
42,4,470,7569844570143671058,Neutral,EXACT_TEXT_2e7fe82e7575103f,EXACT_TEXT_2e7fe82e7575103f,,exact_duplicate_group_id:EXACT_TEXT_2e7fe82e7575103f
42,4,475,7582856549539234568,Negative,EXACT_TEXT_2add288dcc60b37b,EXACT_TEXT_2add288dcc60b37b,,exact_duplicate_group_id:EXACT_TEXT_2add288dcc60b37b
42,4,478,7586883949931430677,Negative,EXACT_TEXT_56de62dfb18defad,EXACT_TEXT_56de62dfb18defad,,exact_duplicate_group_id:EXACT_TEXT_56de62dfb18defad
42,4,482,7586941362521047825,Neutral,EXACT_TEXT_ba76da6fdc550372,EXACT_TEXT_ba76da6fdc550372,,exact_duplicate_group_id:EXACT_TEXT_ba76da6fdc550372
42,4,483,7586944411960935186,Neutral,EXACT_TEXT_9b0a8d667bffbb64,EXACT_TEXT_9b0a8d667bffbb64,,exact_duplicate_group_id:EXACT_TEXT_9b0a8d667bffbb64
42,4,486,7586967063266165512,Neutral,EXACT_TEXT_ad4681ae7af9194b,EXACT_TEXT_ad4681ae7af9194b,,exact_duplicate_group_id:EXACT_TEXT_ad4681ae7af9194b
42,4,489,7586989507682779924,Positive,EXACT_TEXT_760521aec645d3c5,EXACT_TEXT_760521aec645d3c5,,exact_duplicate_group_id:EXACT_TEXT_760521aec645d3c5
42,4,495,7587067398617383698,Neutral,EXACT_TEXT_dce638b108115d01,EXACT_TEXT_dce638b108115d01,,exact_duplicate_group_id:EXACT_TEXT_dce638b108115d01
42,4,497,7587090378680926993,Neutral,EXACT_TEXT_d2be853aff954f52,EXACT_TEXT_d2be853aff954f52,,exact_duplicate_group_id:EXACT_TEXT_d2be853aff954f52
42,4,500,7587340302005322504,Neutral,EXACT_TEXT_bb97da3181fc3189,EXACT_TEXT_bb97da3181fc3189,,exact_duplicate_group_id:EXACT_TEXT_bb97da3181fc3189
42,4,508,7596241573664752402,Positive,EXACT_TEXT_24aa0d66648608d9,EXACT_TEXT_24aa0d66648608d9,,exact_duplicate_group_id:EXACT_TEXT_24aa0d66648608d9
42,4,511,7596245068638536468,Positive,EXACT_TEXT_59443729cb76b671,EXACT_TEXT_59443729cb76b671,,exact_duplicate_group_id:EXACT_TEXT_59443729cb76b671
42,4,518,7596258109304619783,Neutral,EXACT_TEXT_e63dcee8a393f2bd,EXACT_TEXT_e63dcee8a393f2bd,,exact_duplicate_group_id:EXACT_TEXT_e63dcee8a393f2bd
42,4,520,7596265723795030791,Negative,EXACT_TEXT_d04db55f99ada4a7,EXACT_TEXT_d04db55f99ada4a7,,exact_duplicate_group_id:EXACT_TEXT_d04db55f99ada4a7
42,4,523,7596313425778524948,Positive,EXACT_TEXT_28474620c3c2805b,EXACT_TEXT_28474620c3c2805b,,exact_duplicate_group_id:EXACT_TEXT_28474620c3c2805b
42,4,524,7596314697344303893,Positive,EXACT_TEXT_8e247da93f7e2b03,EXACT_TEXT_8e247da93f7e2b03,,exact_duplicate_group_id:EXACT_TEXT_8e247da93f7e2b03
42,4,529,7596572113365713665,Negative,EXACT_TEXT_6a9445b081ade0cd,EXACT_TEXT_6a9445b081ade0cd,,exact_duplicate_group_id:EXACT_TEXT_6a9445b081ade0cd
42,4,530,7598869400267178773,Positive,EXACT_TEXT_6c7bd53ae5906142,EXACT_TEXT_6c7bd53ae5906142,,exact_duplicate_group_id:EXACT_TEXT_6c7bd53ae5906142
42,4,535,7616370759460717333,Neutral,EXACT_TEXT_051f7ba38f833fd0,EXACT_TEXT_051f7ba38f833fd0,,exact_duplicate_group_id:EXACT_TEXT_051f7ba38f833fd0
42,4,540,7629678808207016725,Neutral,EXACT_TEXT_27777a4cf0680eef,EXACT_TEXT_27777a4cf0680eef,,exact_duplicate_group_id:EXACT_TEXT_27777a4cf0680eef
42,4,542,8047737222608403417,Positive,EXACT_GROUP_00150,EXACT_GROUP_00150,SIM_CLUSTER_00203,near_duplicate_cluster_id:SIM_CLUSTER_00203
